font-size,font-weight,color,backgroundColor,name,sector
37px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Valmont Industries,Materials
37px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Valmont Industries,Materials
52px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Domtar,Materials
38px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nucor,Materials
38px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nucor,Materials
31px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nucor,Materials
27px,700,"rgb(68,68,68)","rgba(0,0,0,0)",Weyerhaeuser,Materials
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",USG,Materials
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",USG,Materials
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",USG,Materials
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",USG,Materials
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",USG,Materials
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",USG,Materials
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",USG,Materials
50px,400,"rgb(0,69,124)","rgba(0,0,0,0)",Ryerson Holding,Materials
52px,600,"rgb(100,100,100)","rgba(0,0,0,0)",United States Steel,Materials
18.1333px,700,"rgb(0,90,63)","rgba(0,0,0,0)",Graphic Packaging Holding,Materials
18.1333px,700,"rgb(0,90,63)","rgba(0,0,0,0)",Graphic Packaging Holding,Materials
18.1333px,700,"rgb(0,90,63)","rgba(0,0,0,0)",Graphic Packaging Holding,Materials
18.1333px,700,"rgb(0,90,63)","rgba(0,0,0,0)",Graphic Packaging Holding,Materials
26px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Nucor,Materials
31px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nucor,Materials
28px,400,"rgb(99,99,99)","rgba(0,0,0,0)",Nucor,Materials
37px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Valmont Industries,Materials
37px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Valmont Industries,Materials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Reliance Steel & Aluminum,Materials
37px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Valmont Industries,Materials
37px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Valmont Industries,Materials
18px,500,"rgb(51,51,51)","rgba(0,0,0,0)",JELD-WEN Holding,Materials
37px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Valmont Industries,Materials
37px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Valmont Industries,Materials
37px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Valmont Industries,Materials
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",USG,Materials
28px,400,"rgb(0,0,0)","rgba(0,0,0,0)",USG,Materials
100px,400,"rgb(245,245,245)","rgba(0,0,0,0)",Gannett,Media
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TEGNA,Media
56px,700,"rgb(255,255,255)","rgba(0,0,0,0)",R.R. Donnelley & Sons,Media
32px,400,"rgb(79,79,79)","rgba(0,0,0,0)",Gannett,Media
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TEGNA,Media
32px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Gannett,Media
36px,700,"rgb(255,255,255)","rgba(0,0,0,0)",iHeartMedia,Media
32px,400,"rgb(79,79,79)","rgba(0,0,0,0)",Gannett,Media
100px,500,"rgb(245,245,245)","rgba(0,0,0,0)",Gannett,Media
38.5px,700,"rgb(51,51,51)","rgba(0,0,0,0)",Live Nation Entertainment,Media
35px,700,"rgb(7,140,202)","rgba(0,0,0,0)",Liberty Media,Media
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",iHeartMedia,Media
32px,500,"rgb(255,255,255)","rgba(0,0,0,0)",AMC Networks,Media
28px,700,"rgb(13,13,33)","rgba(0,0,0,0)",iHeartMedia,Media
33px,700,"rgb(68,68,68)","rgba(0,0,0,0)",Nexstar Media Group,Media
50px,700,"rgb(13,13,34)","rgba(0,0,0,0)",iHeartMedia,Media
28px,700,"rgb(13,13,33)","rgba(0,0,0,0)",iHeartMedia,Media
36.9232px,500,"rgb(51,51,51)","rgba(0,0,0,0)",Warner Music Group,Media
35px,300,"rgb(0,0,0)","rgba(0,0,0,0)",Warner Music Group,Media
64px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Sinclair Broadcast Group,Media
100px,500,"rgb(245,245,245)","rgba(0,0,0,0)",Gannett,Media
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TEGNA,Media
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TEGNA,Media
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TEGNA,Media
30px,300,"rgba(0,0,0,0.75)","rgba(0,0,0,0)",Cinemark Holdings,Media
46px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Univision Communications,Media
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TEGNA,Media
60px,700,"rgb(0,0,0)","rgba(0,0,0,0)",TEGNA,Media
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TEGNA,Media
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TEGNA,Media
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TEGNA,Media
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
76.8px,900,"rgb(255,255,255)","rgba(0,0,0,0)",Tower International,Motor Vehicles & Parts
72px,100,"rgb(19,94,171)","rgba(0,0,0,0)",Allison Transmission Holdings,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
36px,400,"rgb(34,34,34)","rgba(0,0,0,0)",Tesla,Motor Vehicles & Parts
47.5px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Lear,Motor Vehicles & Parts
36px,400,"rgb(34,34,34)","rgba(0,0,0,0)",Tesla,Motor Vehicles & Parts
70px,100,"rgb(255,255,255)","rgba(0,0,0,0)",Allison Transmission Holdings,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
36px,400,"rgb(34,34,34)","rgba(0,0,0,0)",Tesla,Motor Vehicles & Parts
28px,400,"rgb(51,51,51)","rgba(0,0,0,0)",WABCO Holdings,Motor Vehicles & Parts
52px,400,"rgb(92,102,111)","rgba(0,0,0,0)",Cooper Tire & Rubber,Motor Vehicles & Parts
37.008px,600,"rgb(55,63,66)","rgba(0,0,0,0)",General Motors,Motor Vehicles & Parts
32px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Dana,Motor Vehicles & Parts
37.008px,600,"rgb(55,63,66)","rgba(0,0,0,0)",General Motors,Motor Vehicles & Parts
0px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Autoliv,Motor Vehicles & Parts
36px,400,"rgb(34,34,34)","rgba(0,0,0,0)",Tesla,Motor Vehicles & Parts
36px,500,"rgb(51,51,51)","rgba(0,0,0,0)",Ford Motor,Motor Vehicles & Parts
40px,400,"rgb(34,34,34)","rgba(0,0,0,0)",Tesla,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
32px,700,"rgb(255,255,255)","rgb(242,178,18)",Cooper-Standard Holdings,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
28px,500,"rgb(51,51,51)","rgba(0,0,0,0)",Goodyear Tire & Rubber,Motor Vehicles & Parts
36px,500,"rgb(39,75,167)","rgba(0,0,0,0)",Goodyear Tire & Rubber,Motor Vehicles & Parts
36px,500,"rgb(39,75,167)","rgba(0,0,0,0)",Goodyear Tire & Rubber,Motor Vehicles & Parts
40px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Goodyear Tire & Rubber,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
60px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Cooper Tire & Rubber,Motor Vehicles & Parts
36px,500,"rgba(0,0,0,0)","rgba(0,0,0,0)",Ford Motor,Motor Vehicles & Parts
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Cooper-Standard Holdings,Motor Vehicles & Parts
36px,500,"rgba(0,0,0,0)","rgba(0,0,0,0)",Ford Motor,Motor Vehicles & Parts
36px,500,"rgb(51,51,51)","rgba(0,0,0,0)",Ford Motor,Motor Vehicles & Parts
35px,500,"rgba(255,255,255,0.9)","rgba(0,0,0,0)",LCI Industries,Motor Vehicles & Parts
54px,100,"rgb(37,37,37)","rgba(0,0,0,0)",Williams-Sonoma,Retailing
68px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Camping World Holdings,Retailing
80px,600,"rgb(34,31,32)","rgba(0,0,0,0)",Caleres,Retailing
36px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Sally Beauty Holdings,Retailing
54px,100,"rgb(37,37,37)","rgba(0,0,0,0)",Williams-Sonoma,Retailing
54px,100,"rgb(37,37,37)","rgba(0,0,0,0)",Williams-Sonoma,Retailing
54px,100,"rgb(37,37,37)","rgba(0,0,0,0)",Williams-Sonoma,Retailing
40px,700,"rgb(51,51,51)","rgba(0,0,0,0)",Dollar General,Retailing
32px,400,"rgb(29,38,43)","rgba(0,0,0,0)",Sears Holdings,Retailing
28px,600,"rgb(255,191,89)","rgba(0,0,0,0)",Ross Stores,Retailing
43px,600,"rgb(0,119,200)","rgba(0,0,0,0)",Ross Stores,Retailing
56px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Ross Stores,Retailing
30.4px,400,"rgb(29,38,43)","rgba(0,0,0,0)",Sears Holdings,Retailing
36px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Dollar General,Retailing
54px,100,"rgb(37,37,37)","rgba(0,0,0,0)",Williams-Sonoma,Retailing
28px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Ross Stores,Retailing
32px,600,"rgb(35,31,32)","rgba(0,0,0,0)",Bon-Ton Stores,Retailing
28px,700,"rgb(178,44,47)","rgba(0,0,0,0)",Ross Stores,Retailing
30.4px,400,"rgb(29,38,43)","rgba(0,0,0,0)",Sears Holdings,Retailing
63px,500,"rgb(255,255,255)","rgba(0,0,0,0)",TravelCenters of America,Retailing
17px,700,"rgb(34,34,34)","rgba(0,0,0,0)",Walmart,Retailing
26px,700,"rgb(41,62,107)","rgba(0,0,0,0)",Genesco,Retailing
80px,400,"rgb(255,255,255)","rgba(0,0,0,0)",TJX,Retailing
40px,700,"rgb(255,255,255)","rgba(0,0,0,0)",AutoNation,Retailing
22px,700,"rgb(17,17,17)","rgba(0,0,0,0)",Office Depot,Retailing
40px,700,"rgb(51,51,51)","rgba(0,0,0,0)",Tailored Brands,Retailing
29px,700,"rgb(51,51,51)","rgba(0,0,0,0)",Target,Retailing
36px,700,"rgb(34,34,34)","rgba(0,0,0,0)",Walmart,Retailing
44px,300,"rgb(255,204,0)","rgba(0,0,0,0)",Hertz Global Holdings,Retailing
16px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Hertz Global Holdings,Retailing
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Neiman Marcus Group,Retailing
40px,700,"rgb(34,34,34)","rgba(0,0,0,0)",Ascena Retail Group,Retailing
40px,700,"rgb(34,34,34)","rgba(0,0,0,0)",Ascena Retail Group,Retailing
60px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Asbury Automotive Group,Retailing
32px,300,"rgb(0,0,0)","rgba(0,0,0,0)",Tiffany,Retailing
32px,300,"rgb(0,0,0)","rgba(0,0,0,0)",Tiffany,Retailing
50px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Murphy USA,Retailing
19.2px,400,"rgb(34,34,34)","rgba(0,0,0,0)",Michaels Cos.,Retailing
24px,700,"rgb(28,32,36)","rgba(0,0,0,0)",J.C. Penney,Retailing
42.6666px,700,"rgb(255,255,255)","rgba(0,0,0,0)",J.Crew Group,Retailing
32px,700,"rgb(0,70,186)","rgba(0,0,0,0)",J.Crew Group,Retailing
32px,700,"rgb(255,255,255)","rgba(0,0,0,0)",J.Crew Group,Retailing
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",J.Crew Group,Retailing
56px,300,"rgb(84,87,90)","rgba(0,0,0,0)",L Brands,Retailing
20px,400,"rgb(0,0,0)","rgb(246,246,246)",Abercrombie & Fitch,Retailing
13px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Abercrombie & Fitch,Retailing
36px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Penske Automotive Group,Retailing
36px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Penske Automotive Group,Retailing
20px,800,"rgb(72,81,91)","rgba(0,0,0,0)",Avis Budget Group,Retailing
31.5px,600,"rgb(0,0,0)","rgba(0,0,0,0)",Barnes & Noble,Retailing
31.5px,600,"rgb(0,0,0)","rgba(0,0,0,0)",Barnes & Noble,Retailing
31.5px,600,"rgb(0,0,0)","rgba(0,0,0,0)",Barnes & Noble,Retailing
31.5px,600,"rgb(0,0,0)","rgba(0,0,0,0)",Barnes & Noble,Retailing
64px,600,"rgb(255,255,255)","rgba(0,0,0,0)",CarMax,Retailing
64px,600,"rgb(255,255,255)","rgba(0,0,0,0)",CarMax,Retailing
36px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Big Lots,Retailing
36px,700,"rgb(34,34,34)","rgba(0,0,0,0)",Walmart,Retailing
36px,700,"rgb(34,34,34)","rgba(0,0,0,0)",Walmart,Retailing
31.5px,600,"rgb(0,0,0)","rgba(0,0,0,0)",Barnes & Noble,Retailing
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Bed Bath & Beyond,Retailing
14.6667px,700,"rgb(72,81,91)","rgba(0,0,0,0)",Avis Budget Group,Retailing
14.6667px,700,"rgb(72,81,91)","rgba(0,0,0,0)",Avis Budget Group,Retailing
36px,700,"rgb(34,34,34)","rgba(0,0,0,0)",Walmart,Retailing
38px,300,"rgb(255,255,255)","rgba(0,0,0,0)",PriceSmart,Retailing
36px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Walmart,Retailing
14.6667px,700,"rgb(72,81,91)","rgba(0,0,0,0)",Avis Budget Group,Retailing
36px,700,"rgb(34,34,34)","rgba(0,0,0,0)",Walmart,Retailing
20px,700,"rgb(5,57,97)","rgba(0,0,0,0)",Trimble,Technology
38px,900,"rgb(0,0,0)","rgba(0,0,0,0)",Adobe Systems,Technology
48px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Xerox,Technology
48px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Symantec,Technology
39.6px,700,"rgb(255,255,255)","rgba(0,0,0,0)",VeriFone Systems,Technology
55px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Synopsys,Technology
undefined,undefined,undefined,undefined,Waters,Technology
50px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Xilinx,Technology
26px,700,"rgb(255,255,255)","rgba(40,40,40,0.7)",Trimble,Technology
54px,300,"rgb(31,36,43)","rgba(0,0,0,0)",Workday,Technology
48px,400,"rgb(41,62,64)","rgba(0,0,0,0)",ServiceNow,Technology
28px,700,"rgb(20,23,26)","rgba(0,0,0,0)",Twitter,Technology
20px,700,"rgb(5,57,97)","rgba(0,0,0,0)",Trimble,Technology
68px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Skyworks Solutions,Technology
28px,700,"rgb(255,255,255)","rgba(40,40,40,0.7)",Trimble,Technology
58px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Skyworks Solutions,Technology
58px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Skyworks Solutions,Technology
58px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Skyworks Solutions,Technology
26px,700,"rgb(255,255,255)","rgba(40,40,40,0.7)",Trimble,Technology
68px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Skyworks Solutions,Technology
68px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Skyworks Solutions,Technology
20px,700,"rgb(5,57,97)","rgba(0,0,0,0)",Trimble,Technology
26px,700,"rgb(255,255,255)","rgba(40,40,40,0.7)",Trimble,Technology
26px,700,"rgb(255,255,255)","rgba(40,40,40,0.7)",Trimble,Technology
26px,700,"rgb(255,255,255)","rgba(40,40,40,0.7)",Trimble,Technology
26px,700,"rgb(255,255,255)","rgba(40,40,40,0.7)",Trimble,Technology
48px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Skyworks Solutions,Technology
50px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Xilinx,Technology
50px,300,"rgb(38,38,38)","rgba(0,0,0,0)",Xilinx,Technology
38px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Akamai Technologies,Technology
22px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
28px,700,"rgb(51,51,51)","rgba(0,0,0,0)",eBay,Technology
50px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Xilinx,Technology
22px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
22px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",TTM Technologies,Technology
30px,400,"rgb(23,28,45)","rgba(0,0,0,0)",Xilinx,Technology
50px,300,"rgb(38,38,38)","rgba(0,0,0,0)",Xilinx,Technology
48px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Western Digital,Technology
38px,900,"rgb(0,0,0)","rgba(0,0,0,0)",Adobe Systems,Technology
48px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Western Digital,Technology
40px,900,"rgb(57,72,81)","rgba(0,0,0,0)",Teradata,Technology
42px,600,"rgb(51,51,51)","rgba(0,0,0,0)",Unisys,Technology
42px,600,"rgb(51,51,51)","rgba(0,0,0,0)",Unisys,Technology
66px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
28px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
28px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
28px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
28px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
28px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
44px,600,"rgb(51,51,51)","rgba(0,0,0,0)",Unisys,Technology
44px,600,"rgb(51,51,51)","rgba(0,0,0,0)",Unisys,Technology
44px,600,"rgb(51,51,51)","rgba(0,0,0,0)",Unisys,Technology
44px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
44px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
44px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
44px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
38px,900,"rgb(0,0,0)","rgba(0,0,0,0)",Adobe Systems,Technology
32px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Unisys,Technology
36px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Amphenol,Technology
30px,500,"rgb(89,91,99)","rgba(0,0,0,0)",Science Applications International,Technology
44px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Apple,Technology
44px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Apple,Technology
26px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Applied Materials,Technology
46px,300,"rgb(248,248,248)","rgba(0,0,0,0)",Keysight Technologies,Technology
36px,700,"rgb(255,255,255)","rgba(0,0,0,0)",KLA-Tencor,Technology
36px,700,"rgb(255,255,255)","rgba(0,0,0,0)",KLA-Tencor,Technology
36px,700,"rgb(255,255,255)","rgba(0,0,0,0)",KLA-Tencor,Technology
36px,700,"rgb(255,255,255)","rgba(0,0,0,0)",KLA-Tencor,Technology
40px,700,"rgb(51,51,153)","rgba(0,0,0,0)",Jabil,Technology
48px,500,"rgb(0,172,212)","rgba(0,0,0,0)",Science Applications International,Technology
44px,500,"rgb(57,58,61)","rgba(0,0,0,0)",Intuit,Technology
34px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Apple,Technology
36px,200,"rgb(255,255,255)","rgba(0,0,0,0)",Intel,Technology
38.2626px,300,"rgb(50,50,50)","rgba(0,0,0,0)",IBM,Technology
48px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Hewlett Packard Enterprise,Technology
48px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Hewlett Packard Enterprise,Technology
48px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Hewlett Packard Enterprise,Technology
48px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Hewlett Packard Enterprise,Technology
48px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Hewlett Packard Enterprise,Technology
50px,300,"rgb(83,163,24)","rgba(0,0,0,0)",Groupon,Technology
41.0525px,700,"rgb(68,68,68)","rgba(0,0,0,0)",GoDaddy,Technology
50px,700,"rgb(0,40,86)","rgba(0,0,0,0)",Gartner,Technology
60px,700,"rgb(0,40,86)","rgba(0,0,0,0)",Gartner,Technology
34.1px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Autodesk,Technology
46px,100,"rgb(34,34,34)","rgba(0,0,0,0)",Insight Enterprises,Technology
36.5854px,300,"rgb(0,84,136)","rgba(0,0,0,0)",Lam Research,Technology
50px,300,"rgb(0,84,136)","rgba(0,0,0,0)",Lam Research,Technology
36.5854px,300,"rgb(0,84,136)","rgba(0,0,0,0)",Lam Research,Technology
54px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Netflix,Technology
40px,600,"rgb(69,69,69)","rgba(0,0,0,0)",NetApp,Technology
40px,100,"rgb(215,215,215)","rgba(0,0,0,0)",NetApp,Technology
48px,700,"rgb(51,51,51)","rgba(0,0,0,0)",NCR,Technology
48px,700,"rgb(51,51,51)","rgba(0,0,0,0)",NCR,Technology
48px,700,"rgb(51,51,51)","rgba(0,0,0,0)",NCR,Technology
48px,700,"rgb(255,255,255)","rgba(0,0,0,0)",NCR,Technology
48px,700,"rgb(255,255,255)","rgba(0,0,0,0)",NCR,Technology
45px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Motorola Solutions,Technology
56px,300,"rgb(6,131,160)","rgba(0,0,0,0)",Amkor Technology,Technology
56px,300,"rgb(6,131,160)","rgba(0,0,0,0)",Amkor Technology,Technology
56px,300,"rgb(6,131,160)","rgba(0,0,0,0)",Amkor Technology,Technology
56px,300,"rgb(6,131,160)","rgba(0,0,0,0)",Amkor Technology,Technology
56px,300,"rgb(6,131,160)","rgba(0,0,0,0)",Amkor Technology,Technology
56px,300,"rgb(6,131,160)","rgba(0,0,0,0)",Amkor Technology,Technology
56px,300,"rgb(6,131,160)","rgba(0,0,0,0)",Amkor Technology,Technology
56px,300,"rgb(6,131,160)","rgba(0,0,0,0)",Amkor Technology,Technology
30px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Microsoft,Technology
32px,700,"rgb(103,103,103)","rgba(0,0,0,0)",Mettler-Toledo International,Technology
36px,400,"rgb(99,99,99)","rgba(0,0,0,0)",Analog Devices,Technology
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",MKS Instruments,Technology
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",MKS Instruments,Technology
55px,700,"rgb(255,255,255)","rgba(0,0,0,0)",MKS Instruments,Technology
55px,700,"rgb(160,182,210)","rgba(0,0,0,0)",MKS Instruments,Technology
48px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Leidos Holdings,Technology
44px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Avaya Holdings,Technology
56px,400,"rgb(118,185,0)","rgba(0,0,0,0)",Nvidia,Technology
58px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Benchmark Electronics,Technology
54px,100,"rgb(25,81,158)","rgba(0,0,0,0)",Benchmark Electronics,Technology
20px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
20px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
20px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
60px,800,"rgb(255,255,255)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
60px,800,"rgb(255,255,255)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
60px,800,"rgb(255,255,255)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
48px,800,"rgb(255,255,255)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Booz Allen Hamilton,Technology
50px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Booz Allen Hamilton,Technology
50px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Booz Allen Hamilton,Technology
50px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Booz Allen Hamilton,Technology
20px,700,"rgb(27,29,28)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
36px,200,"rgb(255,255,255)","rgba(0,0,0,0)",CommScope Holding,Technology
36px,400,"rgb(63,64,66)","rgba(0,0,0,0)",Citrix Systems,Technology
36px,400,"rgb(63,64,66)","rgba(0,0,0,0)",Citrix Systems,Technology
32px,400,"rgb(68,68,68)","rgba(0,0,0,0)",Cisco Systems,Technology
50px,200,"rgb(255,255,255)","rgba(0,0,0,0)",Ciena,Technology
45px,700,"rgb(255,255,255)","rgba(0,0,0,0)",CA,Technology
24px,700,"rgb(97,98,101)","rgba(0,0,0,0)",CDW,Technology
65px,400,"rgb(227,24,55)","rgba(0,0,0,0)",Cadence Design Systems,Technology
65px,400,"rgb(227,24,55)","rgba(0,0,0,0)",Cadence Design Systems,Technology
65px,400,"rgb(227,24,55)","rgba(0,0,0,0)",Cadence Design Systems,Technology
50px,400,"rgb(255,255,255)","rgba(0,0,0,0)",CDW,Technology
42px,700,"rgb(0,56,150)","rgba(0,0,0,0)",CSRA,Technology
48px,300,"rgb(255,255,255)","rgba(0,0,0,0)",CommScope Holding,Technology
20px,700,"rgb(27,29,28)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
20px,700,"rgb(27,29,28)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
20px,700,"rgb(27,29,28)","rgba(0,0,0,0)",Cypress Semiconductor,Technology
36.8px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Benchmark Electronics,Technology
14px,600,"rgb(29,33,41)","rgba(0,0,0,0)",Facebook,Technology
44px,300,"rgb(196,38,46)","rgba(0,0,0,0)",EchoStar,Technology
